text,label
"_24 July. Whitby._--Lucy met me at the station, looking sweeter and lovelier than ever, and we drove up to the house at the Crescent in which they have rooms. This is a lovely place. The little river, the Esk, runs through a deep valley, which broadens out as it comes near the harbour. A great viaduct runs across, with high piers, through which the view seems somehow further away than it really is. The valley is beautifully green, and it is so steep that when you are on the high land on either side you look right across it, unless you are near enough to see down. The houses of the old town--the side away from us--are all red-roofed, and seem piled up one over the other anyhow, like the pictures we see of Nuremberg. Right over the town is the ruin of Whitby Abbey, which was sacked by the Danes, and which is the scene of part of “Marmion,” where the girl was built up in the wall. It is a most noble ruin, of immense size, and full of beautiful and romantic bits; there is a legend that a w",romantic
"_1 August._--I came up here an hour ago with Lucy, and we had a most interesting talk with my old friend and the two others who always come and join him. He is evidently the Sir Oracle of them, and I should think must have been in his time a most dictatorial person. He will not admit anything, and downfaces everybody. If he can’t out-argue them he bullies them, and then takes their silence for agreement with his views. Lucy was looking sweetly pretty in her white lawn frock; she has got a beautiful colour since she has been here. I noticed that the old men did not lose any time in coming up and sitting near her when we sat down. She is so sweet with old people; I think they all fell in love with her on the spot. Even my old man succumbed and did not contradict her, but gave me double share instead. I got him on the subject of the legends, and he went off at once into a sort of sermon. I must try to remember it and put it down:--",romantic
"“Sacred to the memory of George Canon, who died, in the hope of a glorious resurrection, on July, 29, 1873, falling from the rocks at Kettleness. This tomb was erected by his sorrowing mother to her dearly beloved son. ‘He was the only son of his mother, and she was a widow.’ Really, Mr. Swales, I don’t see anything very funny in that!” She spoke her comment very gravely and somewhat severely.",romantic
"Lucy and I sat awhile, and it was all so beautiful before us that we took hands as we sat; and she told me all over again about Arthur and their coming marriage. That made me just a little heart-sick, for I haven’t heard from Jonathan for a whole month.",romantic
"_5 June._--The case of Renfield grows more interesting the more I get to understand the man. He has certain qualities very largely developed; selfishness, secrecy, and purpose. I wish I could get at what is the object of the latter. He seems to have some settled scheme of his own, but what it is I do not yet know. His redeeming quality is a love of animals, though, indeed, he has such curious turns in it that I sometimes imagine he is only abnormally cruel. His pets are of odd sorts. Just now his hobby is catching flies. He has at present such a quantity that I have had myself to expostulate. To my astonishment, he did not break out into a fury, as I expected, but took the matter in simple seriousness. He thought for a moment, and then said: “May I have three days? I shall clear them away.” Of course, I said that would do. I must watch him.",romantic
"_27 July._--No news from Jonathan. I am getting quite uneasy about him, though why I should I do not know; but I do wish that he would write, if it were only a single line. Lucy walks more than ever, and each night I am awakened by her moving about the room. Fortunately, the weather is so hot that she cannot get cold; but still the anxiety and the perpetually being wakened is beginning to tell on me, and I am getting nervous and wakeful myself. Thank God, Lucy’s health keeps up. Mr. Holmwood has been suddenly called to Ring to see his father, who has been taken seriously ill. Lucy frets at the postponement of seeing him, but it does not touch her looks; she is a trifle stouter, and her cheeks are a lovely rose-pink. She has lost that anæmic look which she had. I pray it will all last.",romantic
"“I’m afraid, my deary, that I must have shocked you by all the wicked things I’ve been sayin’ about the dead, and such like, for weeks past; but I didn’t mean them, and I want ye to remember that when I’m gone. We aud folks that be daffled, and with one foot abaft the krok-hooal, don’t altogether like to think of it, and we don’t want to feel scart of it; an’ that’s why I’ve took to makin’ light of it, so that I’d cheer up my own heart a bit. But, Lord love ye, miss, I ain’t afraid of dyin’, not a bit; only I don’t want to die if I can help it. My time must be nigh at hand now, for I be aud, and a hundred years is too much for any man to expect; and I’m so nigh it that the Aud Man is already whettin’ his scythe. Ye see, I can’t get out o’ the habit of caffin’ about it all at once; the chafts will wag as they be used to. Some day soon the Angel of Death will sound his trumpet for me. But don’t ye dooal an’ greet, my deary!”--for he saw that I was crying--“if he should come this very nig",romantic
"_10 August._--The funeral of the poor sea-captain to-day was most touching. Every boat in the harbour seemed to be there, and the coffin was carried by captains all the way from Tate Hill Pier up to the churchyard. Lucy came with me, and we went early to our old seat, whilst the cortège of boats went up the river to the Viaduct and came down again. We had a lovely view, and saw the procession nearly all the way. The poor fellow was laid to rest quite near our seat so that we stood on it when the time came and saw everything. Poor Lucy seemed much upset. She was restless and uneasy all the time, and I cannot but think that her dreaming at night is telling on her. She is quite odd in one thing: she will not admit to me that there is any cause for restlessness; or if there be, she does not understand it herself. There is an additional cause in that poor old Mr. Swales was found dead this morning on our seat, his neck being broken. He had evidently, as the doctor said, fallen back in the s",romantic
"_Same day, 11 o’clock p. m._--Oh, but I am tired! If it were not that I had made my diary a duty I should not open it to-night. We had a lovely walk. Lucy, after a while, was in gay spirits, owing, I think, to some dear cows who came nosing towards us in a field close to the lighthouse, and frightened the wits out of us. I believe we forgot everything except, of course, personal fear, and it seemed to wipe the slate clean and give us a fresh start. We had a capital “severe tea” at Robin Hood’s Bay in a sweet little old-fashioned inn, with a bow-window right over the seaweed-covered rocks of the strand. I believe we should have shocked the “New Woman” with our appetites. Men are more tolerant, bless them! Then we walked home with some, or rather many, stoppages to rest, and with our hearts full of a constant dread of wild bulls. Lucy was really tired, and we intended to creep off to bed as soon as we could. The young curate came in, however, and Mrs. Westenra asked him to stay for suppe",romantic
"_11 August, 3 a. m._--Diary again. No sleep now, so I may as well write. I am too agitated to sleep. We have had such an adventure, such an agonising experience. I fell asleep as soon as I had closed my diary.... Suddenly I became broad awake, and sat up, with a horrible sense of fear upon me, and of some feeling of emptiness around me. The room was dark, so I could not see Lucy’s bed; I stole across and felt for her. The bed was empty. I lit a match and found that she was not in the room. The door was shut, but not locked, as I had left it. I feared to wake her mother, who has been more than usually ill lately, so threw on some clothes and got ready to look for her. As I was leaving the room it struck me that the clothes she wore might give me some clue to her dreaming intention. Dressing-gown would mean house; dress, outside. Dressing-gown and dress were both in their places. “Thank God,” I said to myself, “she cannot be far, as she is only in her nightdress.” I ran downstairs and lo",romantic
"Fortune favoured us, and we got home without meeting a soul. Once we saw a man, who seemed not quite sober, passing along a street in front of us; but we hid in a door till he had disappeared up an opening such as there are here, steep little closes, or “wynds,” as they call them in Scotland. My heart beat so loud all the time that sometimes I thought I should faint. I was filled with anxiety about Lucy, not only for her health, lest she should suffer from the exposure, but for her reputation in case the story should get wind. When we got in, and had washed our feet, and had said a prayer of thankfulness together, I tucked her into bed. Before falling asleep she asked--even implored--me not to say a word to any one, even her mother, about her sleep-walking adventure. I hesitated at first to promise; but on thinking of the state of her mother’s health, and how the knowledge of such a thing would fret her, and thinking, too, of how such a story might become distorted--nay, infallibly wou",romantic
"When we started, the crowd round the inn door, which had by this time swelled to a considerable size, all made the sign of the cross and pointed two fingers towards me. With some difficulty I got a fellow-passenger to tell me what they meant; he would not answer at first, but on learning that I was English, he explained that it was a charm or guard against the evil eye. This was not very pleasant for me, just starting for an unknown place to meet an unknown man; but every one seemed so kind-hearted, and so sorrowful, and so sympathetic that I could not but be touched. I shall never forget the last glimpse which I had of the inn-yard and its crowd of picturesque figures, all crossing themselves, as they stood round the wide archway, with its background of rich foliage of oleander and orange trees in green tubs clustered in the centre of the yard. Then our driver, whose wide linen drawers covered the whole front of the box-seat--“gotza” they call them--cracked his big whip over his four ",romantic
"“Nay, sir, you are my guest. It is late, and my people are not available. Let me see to your comfort myself.” He insisted on carrying my traps along the passage, and then up a great winding stair, and along another great passage, on whose stone floor our steps rang heavily. At the end of this he threw open a heavy door, and I rejoiced to see within a well-lit room in which a table was spread for supper, and on whose mighty hearth a great fire of logs, freshly replenished, flamed and flared.",romantic
"_7 May._--It is again early morning, but I have rested and enjoyed the last twenty-four hours. I slept till late in the day, and awoke of my own accord. When I had dressed myself I went into the room where we had supped, and found a cold breakfast laid out, with coffee kept hot by the pot being placed on the hearth. There was a card on the table, on which was written:--",romantic
"“I have to be absent for a while. Do not wait for me.--D.” I set to and enjoyed a hearty meal. When I had done, I looked for a bell, so that I might let the servants know I had finished; but I could not find one. There are certainly odd deficiencies in the house, considering the extraordinary evidences of wealth which are round me. The table service is of gold, and so beautifully wrought that it must be of immense value. The curtains and upholstery of the chairs and sofas and the hangings of my bed are of the costliest and most beautiful fabrics, and must have been of fabulous value when they were made, for they are centuries old, though in excellent order. I saw something like them in Hampton Court, but there they were worn and frayed and moth-eaten. But still in none of the rooms is there a mirror. There is not even a toilet glass on my table, and I had to get the little shaving glass from my bag before I could either shave or brush my hair. I have not yet seen a servant anywhere, or",romantic
"In the library I found, to my great delight, a vast number of English books, whole shelves full of them, and bound volumes of magazines and newspapers. A table in the centre was littered with English magazines and newspapers, though none of them were of very recent date. The books were of the most varied kind--history, geography, politics, political economy, botany, geology, law--all relating to England and English life and customs and manners. There were even such books of reference as the London Directory, the “Red” and “Blue” books, Whitaker’s Almanac, the Army and Navy Lists, and--it somehow gladdened my heart to see it--the Law List.",romantic
"Whilst I was looking at the books, the door opened, and the Count entered. He saluted me in a hearty way, and hoped that I had had a good night’s rest. Then he went on:--",romantic
"“I am glad you found your way in here, for I am sure there is much that will interest you. These companions”--and he laid his hand on some of the books--“have been good friends to me, and for some years past, ever since I had the idea of going to London, have given me many, many hours of pleasure. Through them I have come to know your great England; and to know her is to love her. I long to go through the crowded streets of your mighty London, to be in the midst of the whirl and rush of humanity, to share its life, its change, its death, and all that makes it what it is. But alas! as yet I only know your tongue through books. To you, my friend, I look that I know it to speak.”",romantic
"“Because your peasant is at heart a coward and a fool! Those flames only appear on one night; and on that night no man of this land will, if he can help it, stir without his doors. And, dear sir, even if he did he would not know what to do. Why, even the peasant that you tell me of who marked the place of the flame would not know where to look in daylight even for his own work. Even you would not, I dare be sworn, be able to find these places again?”",romantic
"“I am glad that it is old and big. I myself am of an old family, and to live in a new house would kill me. A house cannot be made habitable in a day; and, after all, how few days go to make up a century. I rejoice also that there is a chapel of old times. We Transylvanian nobles love not to think that our bones may lie amongst the common dead. I seek not gaiety nor mirth, not the bright voluptuousness of much sunshine and sparkling waters which please the young and gay. I am no longer young; and my heart, through weary years of mourning over the dead, is not attuned to mirth. Moreover, the walls of my castle are broken; the shadows are many, and the wind breathes cold through the broken battlements and casements. I love the shade and the shadow, and would be alone with my thoughts when I may.” Somehow his words and his look did not seem to accord, or else it was that his cast of face made his smile look malignant and saturnine.",romantic
"But I am not in heart to describe beauty, for when I had seen the view I explored further; doors, doors, doors everywhere, and all locked and bolted. In no place save from the windows in the castle walls is there an available exit.",romantic
"“We Szekelys have a right to be proud, for in our veins flows the blood of many brave races who fought as the lion fights, for lordship. Here, in the whirlpool of European races, the Ugric tribe bore down from Iceland the fighting spirit which Thor and Wodin gave them, which their Berserkers displayed to such fell intent on the seaboards of Europe, ay, and of Asia and Africa too, till the peoples thought that the were-wolves themselves had come. Here, too, when they came, they found the Huns, whose warlike fury had swept the earth like a living flame, till the dying peoples held that in their veins ran the blood of those old witches, who, expelled from Scythia had mated with the devils in the desert. Fools, fools! What devil or what witch was ever so great as Attila, whose blood is in these veins?” He held up his arms. “Is it a wonder that we were a conquering race; that we were proud; that when the Magyar, the Lombard, the Avar, the Bulgar, or the Turk poured his thousands on our fron",romantic
"“Have you written since your first letter to our friend Mr. Peter Hawkins, or to any other?” It was with some bitterness in my heart that I answered that I had not, that as yet I had not seen any opportunity of sending letters to anybody.",romantic
"“Do you wish me to stay so long?” I asked, for my heart grew cold at the thought.",romantic
"_15 May._--Once more have I seen the Count go out in his lizard fashion. He moved downwards in a sidelong way, some hundred feet down, and a good deal to the left. He vanished into some hole or window. When his head had disappeared, I leaned out to try and see more, but without avail--the distance was too great to allow a proper angle of sight. I knew he had left the castle now, and thought to use the opportunity to explore more than I had dared to do as yet. I went back to the room, and taking a lamp, tried all the doors. They were all locked, as I had expected, and the locks were comparatively new; but I went down the stone stairs to the hall where I had entered originally. I found I could pull back the bolts easily enough and unhook the great chains; but the door was locked, and the key was gone! That key must be in the Count’s room; I must watch should his door be unlocked, so that I may get it and escape. I went on to make a thorough examination of the various stairs and passages,",romantic
"When I had written in my diary and had fortunately replaced the book and pen in my pocket I felt sleepy. The Count’s warning came into my mind, but I took a pleasure in disobeying it. The sense of sleep was upon me, and with it the obstinacy which sleep brings as outrider. The soft moonlight soothed, and the wide expanse without gave a sense of freedom which refreshed me. I determined not to return to-night to the gloom-haunted rooms, but to sleep here, where, of old, ladies had sat and sung and lived sweet lives whilst their gentle breasts were sad for their menfolk away in the midst of remorseless wars. I drew a great couch out of its place near the corner, so that as I lay, I could look at the lovely view to east and south, and unthinking of and uncaring for the dust, composed myself for sleep. I suppose I must have fallen asleep; I hope so, but I fear, for all that followed was startlingly real--so real that now sitting here in the broad, full sunlight of the morning, I cannot in t",romantic
"I was not alone. The room was the same, unchanged in any way since I came into it; I could see along the floor, in the brilliant moonlight, my own footsteps marked where I had disturbed the long accumulation of dust. In the moonlight opposite me were three young women, ladies by their dress and manner. I thought at the time that I must be dreaming when I saw them, for, though the moonlight was behind them, they threw no shadow on the floor. They came close to me, and looked at me for some time, and then whispered together. Two were dark, and had high aquiline noses, like the Count, and great dark, piercing eyes that seemed to be almost red when contrasted with the pale yellow moon. The other was fair, as fair as can be, with great wavy masses of golden hair and eyes like pale sapphires. I seemed somehow to know her face, and to know it in connection with some dreamy fear, but I could not recollect at the moment how or where. All three had brilliant white teeth that shone like pearls ag",romantic
"I was afraid to raise my eyelids, but looked out and saw perfectly under the lashes. The girl went on her knees, and bent over me, simply gloating. There was a deliberate voluptuousness which was both thrilling and repulsive, and as she arched her neck she actually licked her lips like an animal, till I could see in the moonlight the moisture shining on the scarlet lips and on the red tongue as it lapped the white sharp teeth. Lower and lower went her head as the lips went below the range of my mouth and chin and seemed about to fasten on my throat. Then she paused, and I could hear the churning sound of her tongue as it licked her teeth and lips, and could feel the hot breath on my neck. Then the skin of my throat began to tingle as one’s flesh does when the hand that is to tickle it approaches nearer--nearer. I could feel the soft, shivering touch of the lips on the super-sensitive skin of my throat, and the hard dents of two sharp teeth, just touching and pausing there. I closed my ",romantic
"“You yourself never loved; you never love!” On this the other women joined, and such a mirthless, hard, soulless laughter rang through the room that it almost made me faint to hear; it seemed like the pleasure of fiends. Then the Count turned, after looking at my face attentively, and said in a soft whisper:--",romantic
"“Yes, I too can love; you yourselves can tell it from the past. Is it not so? Well, now I promise you that when I am done with him you shall kiss him at your will. Now go! go! I must awaken him, for there is work to be done.”",romantic
"I have written the letters. Mina’s is in shorthand, and I simply ask Mr. Hawkins to communicate with her. To her I have explained my situation, but without the horrors which I may only surmise. It would shock and frighten her to death were I to expose my heart to her. Should the letters not carry, then the Count shall not yet know my secret or the extent of my knowledge....",romantic
"I have given the letters; I threw them through the bars of my window with a gold piece, and made what signs I could to have them posted. The man who took them pressed them to his heart and bowed, and then put them in his cap. I could do no more. I stole back to the study, and began to read. As the Count did not come in, I have written here....",romantic
"When a couple of hours had passed I heard something stirring in the Count’s room, something like a sharp wail quickly suppressed; and then there was silence, deep, awful silence, which chilled me. With a beating heart, I tried the door; but I was locked in my prison, and could do nothing. I sat down and simply cried.",romantic
"As I sat I heard a sound in the courtyard without--the agonised cry of a woman. I rushed to the window, and throwing it up, peered out between the bars. There, indeed, was a woman with dishevelled hair, holding her hands over her heart as one distressed with running. She was leaning against a corner of the gateway. When she saw my face at the window she threw herself forward, and shouted in a voice laden with menace:--",romantic
"She threw herself on her knees, and raising up her hands, cried the same words in tones which wrung my heart. Then she tore her hair and beat her breast, and abandoned herself to all the violences of extravagant emotion. Finally, she threw herself forward, and, though I could not see her, I could hear the beating of her naked hands against the door.",romantic
"_25 June, morning._--No man knows till he has suffered from the night how sweet and how dear to his heart and eye the morning can be. When the sun grew so high this morning that it struck the top of the great gateway opposite my window, the high spot which it touched seemed to me as if the dove from the ark had lighted there. My fear fell from me as if it had been a vaporous garment which dissolved in the warmth. I must take action of some sort whilst the courage of the day is upon me. Last night one of my post-dated letters went to post, the first of that fatal series which is to blot out the very traces of my existence from the earth.",romantic
"There, in one of the great boxes, of which there were fifty in all, on a pile of newly dug earth, lay the Count! He was either dead or asleep, I could not say which--for the eyes were open and stony, but without the glassiness of death--and the cheeks had the warmth of life through all their pallor; the lips were as red as ever. But there was no sign of movement, no pulse, no breath, no beating of the heart. I bent over him, and tried to find any sign of life, but in vain. He could not have lain there long, for the earthy smell would have passed away in a few hours. By the side of the box was its cover, pierced with holes here and there. I thought he might have the keys on him, but when I went to search I saw the dead eyes, and in them, dead though they were, such a look of hate, though unconscious of me or my presence, that I fled from the place, and leaving the Count’s room by the window, crawled again up the castle wall. Regaining my room, I threw myself panting upon the bed and tri",romantic
"“You English have a saying which is close to my heart, for its spirit is that which rules our _boyars_: ‘Welcome the coming; speed the parting guest.’ Come with me, my dear young friend. Not an hour shall you wait in my house against your will, though sad am I at your going, and that you so suddenly desire it. Come!” With a stately gravity, he, with the lamp, preceded me down the stairs and along the hall. Suddenly he stopped.",romantic
"At last I felt that subtle change in the air, and knew that the morning had come. Then came the welcome cock-crow, and I felt that I was safe. With a glad heart, I opened my door and ran down to the hall. I had seen that the door was unlocked, and now escape was before me. With hands that trembled with eagerness, I unhooked the chains and drew back the massive bolts.",romantic
"“I must say you tax me _very_ unfairly with being a bad correspondent. I wrote to you _twice_ since we parted, and your last letter was only your _second_. Besides, I have nothing to tell you. There is really nothing to interest you. Town is very pleasant just now, and we go a good deal to picture-galleries and for walks and rides in the park. As to the tall, curly-haired man, I suppose it was the one who was with me at the last Pop. Some one has evidently been telling tales. That was Mr. Holmwood. He often comes to see us, and he and mamma get on very well together; they have so many things to talk about in common. We met some time ago a man that would just _do for you_, if you were not already engaged to Jonathan. He is an excellent _parti_, being handsome, well off, and of good birth. He is a doctor and really clever. Just fancy! He is only nine-and-twenty, and he has an immense lunatic asylum all under his own care. Mr. Holmwood introduced him to me, and he called here to see us, a",romantic
"“My dear, it never rains but it pours. How true the old proverbs are. Here am I, who shall be twenty in September, and yet I never had a proposal till to-day, not a real proposal, and to-day I have had three. Just fancy! THREE proposals in one day! Isn’t it awful! I feel sorry, really and truly sorry, for two of the poor fellows. Oh, Mina, I am so happy that I don’t know what to do with myself. And three proposals! But, for goodness’ sake, don’t tell any of the girls, or they would be getting all sorts of extravagant ideas and imagining themselves injured and slighted if in their very first day at home they did not get six at least. Some girls are so vain! You and I, Mina dear, who are engaged and are going to settle down soon soberly into old married women, can despise vanity. Well, I must tell you about the three, but you must keep it a secret, dear, from _every one_, except, of course, Jonathan. You will tell him, because I would, if I were in your place, certainly tell Arthur. A wo",romantic
"“Arthur has just gone, and I feel in better spirits than when I left off, so I can go on telling you about the day. Well, my dear, number Two came after lunch. He is such a nice fellow, an American from Texas, and he looks so young and so fresh that it seems almost impossible that he has been to so many places and has had such adventures. I sympathise with poor Desdemona when she had such a dangerous stream poured in her ear, even by a black man. I suppose that we women are such cowards that we think a man will save us from fears, and we marry him. I know now what I would do if I were a man and wanted to make a girl love me. No, I don’t, for there was Mr. Morris telling us his stories, and Arthur never told any, and yet---- My dear, I am somewhat previous. Mr. Quincey P. Morris found me alone. It seems that a man always does find a girl alone. No, he doesn’t, for Arthur tried twice to _make_ a chance, and I helping him all I could; I am not ashamed to say it now. I must tell you before",romantic
"“Well, he did look so good-humoured and so jolly that it didn’t seem half so hard to refuse him as it did poor Dr. Seward; so I said, as lightly as I could, that I did not know anything of hitching, and that I wasn’t broken to harness at all yet. Then he said that he had spoken in a light manner, and he hoped that if he had made a mistake in doing so on so grave, so momentous, an occasion for him, I would forgive him. He really did look serious when he was saying it, and I couldn’t help feeling a bit serious too--I know, Mina, you will think me a horrid flirt--though I couldn’t help feeling a sort of exultation that he was number two in one day. And then, my dear, before I could say a word he began pouring out a perfect torrent of love-making, laying his very heart and soul at my feet. He looked so earnest over it that I shall never again think that a man must be playful always, and never earnest, because he is merry at times. I suppose he saw something in my face which checked him, fo",romantic
"“‘Lucy, you are an honest-hearted girl, I know. I should not be here speaking to you as I am now if I did not believe you clean grit, right through to the very depths of your soul. Tell me, like one good fellow to another, is there any one else that you care for? And if there is I’ll never trouble you a hair’s breadth again, but will be, if you will let me, a very faithful friend.’",romantic
"“My dear Mina, why are men so noble when we women are so little worthy of them? Here was I almost making fun of this great-hearted, true gentleman. I burst into tears--I am afraid, my dear, you will think this a very sloppy letter in more ways than one--and I really felt very badly. Why can’t they let a girl marry three men, or as many as want her, and save all this trouble? But this is heresy, and I must not say it. I am glad to say that, though I was crying, I was able to look into Mr. Morris’s brave eyes, and I told him out straight:--",romantic
"“‘Yes, there is some one I love, though he has not told me yet that he even loves me.’ I was right to speak to him so frankly, for quite a light came into his face, and he put out both his hands and took mine--I think I put them into his--and said in a hearty way:--",romantic
"“‘That’s my brave girl. It’s better worth being late for a chance of winning you than being in time for any other girl in the world. Don’t cry, my dear. If it’s for me, I’m a hard nut to crack; and I take it standing up. If that other fellow doesn’t know his happiness, well, he’d better look for it soon, or he’ll have to deal with me. Little girl, your honesty and pluck have made me a friend, and that’s rarer than a lover; it’s more unselfish anyhow. My dear, I’m going to have a pretty lonely walk between this and Kingdom Come. Won’t you give me one kiss? It’ll be something to keep off the darkness now and then. You can, you know, if you like, for that other good fellow--he must be a good fellow, my dear, and a fine fellow, or you could not love him--hasn’t spoken yet.’ That quite won me, Mina, for it _was_ brave and sweet of him, and noble, too, to a rival--wasn’t it?--and he so sad; so I leant over and kissed him. He stood up with my two hands in his, and as he looked down into my fa",romantic
"“P.S.--Oh, about number Three--I needn’t tell you of number Three, need I? Besides, it was all so confused; it seemed only a moment from his coming into the room till both his arms were round me, and he was kissing me. I am very, very happy, and I don’t know what I have done to deserve it. I must only try in the future to show that I am not ungrateful to God for all His goodness to me in sending to me such a lover, such a husband, and such a friend.",romantic
"_25 May._--Ebb tide in appetite to-day. Cannot eat, cannot rest, so diary instead. Since my rebuff of yesterday I have a sort of empty feeling; nothing in the world seems of sufficient importance to be worth the doing.... As I knew that the only cure for this sort of thing was work, I went down amongst the patients. I picked out one who has afforded me a study of much interest. He is so quaint that I am determined to understand him as well as I can. To-day I seemed to get nearer than ever before to the heart of his mystery.",romantic
"“We’ve told yarns by the camp-fire in the prairies; and dressed one another’s wounds after trying a landing at the Marquesas; and drunk healths on the shore of Titicaca. There are more yarns to be told, and other wounds to be healed, and another health to be drunk. Won’t you let this be at my camp-fire to-morrow night? I have no hesitation in asking you, as I know a certain lady is engaged to a certain dinner-party, and that you are free. There will only be one other, our old pal at the Korea, Jack Seward. He’s coming, too, and we both want to mingle our weeps over the wine-cup, and to drink a health with all our hearts to the happiest man in all the wide world, who has won the noblest heart that God has made and the best worth winning. We promise you a hearty welcome, and a loving greeting, and a health as true as your own right hand. We shall both swear to leave you at home if you drink too deep to a certain pair of eyes. Come!",romantic
"_24 July. Whitby._--Lucy met me at the station, looking sweeter and lovelier than ever, and we drove up to the house at the Crescent in which they have rooms. This is a lovely place. The little river, the Esk, runs through a deep valley, which broadens out as it comes near the harbour. A great viaduct runs across, with high piers, through which the view seems somehow further away than it really is. The valley is beautifully green, and it is so steep that when you are on the high land on either side you look right across it, unless you are near enough to see down. The houses of the old town--the side away from us--are all red-roofed, and seem piled up one over the other anyhow, like the pictures we see of Nuremberg. Right over the town is the ruin of Whitby Abbey, which was sacked by the Danes, and which is the scene of part of “Marmion,” where the girl was built up in the wall. It is a most noble ruin, of immense size, and full of beautiful and romantic bits; there is a legend that a w",romantic
"_1 August._--I came up here an hour ago with Lucy, and we had a most interesting talk with my old friend and the two others who always come and join him. He is evidently the Sir Oracle of them, and I should think must have been in his time a most dictatorial person. He will not admit anything, and downfaces everybody. If he can’t out-argue them he bullies them, and then takes their silence for agreement with his views. Lucy was looking sweetly pretty in her white lawn frock; she has got a beautiful colour since she has been here. I noticed that the old men did not lose any time in coming up and sitting near her when we sat down. She is so sweet with old people; I think they all fell in love with her on the spot. Even my old man succumbed and did not contradict her, but gave me double share instead. I got him on the subject of the legends, and he went off at once into a sort of sermon. I must try to remember it and put it down:--",romantic
"“Sacred to the memory of George Canon, who died, in the hope of a glorious resurrection, on July, 29, 1873, falling from the rocks at Kettleness. This tomb was erected by his sorrowing mother to her dearly beloved son. ‘He was the only son of his mother, and she was a widow.’ Really, Mr. Swales, I don’t see anything very funny in that!” She spoke her comment very gravely and somewhat severely.",romantic
"Lucy and I sat awhile, and it was all so beautiful before us that we took hands as we sat; and she told me all over again about Arthur and their coming marriage. That made me just a little heart-sick, for I haven’t heard from Jonathan for a whole month.",romantic
"_5 June._--The case of Renfield grows more interesting the more I get to understand the man. He has certain qualities very largely developed; selfishness, secrecy, and purpose. I wish I could get at what is the object of the latter. He seems to have some settled scheme of his own, but what it is I do not yet know. His redeeming quality is a love of animals, though, indeed, he has such curious turns in it that I sometimes imagine he is only abnormally cruel. His pets are of odd sorts. Just now his hobby is catching flies. He has at present such a quantity that I have had myself to expostulate. To my astonishment, he did not break out into a fury, as I expected, but took the matter in simple seriousness. He thought for a moment, and then said: “May I have three days? I shall clear them away.” Of course, I said that would do. I must watch him.",romantic
"_27 July._--No news from Jonathan. I am getting quite uneasy about him, though why I should I do not know; but I do wish that he would write, if it were only a single line. Lucy walks more than ever, and each night I am awakened by her moving about the room. Fortunately, the weather is so hot that she cannot get cold; but still the anxiety and the perpetually being wakened is beginning to tell on me, and I am getting nervous and wakeful myself. Thank God, Lucy’s health keeps up. Mr. Holmwood has been suddenly called to Ring to see his father, who has been taken seriously ill. Lucy frets at the postponement of seeing him, but it does not touch her looks; she is a trifle stouter, and her cheeks are a lovely rose-pink. She has lost that anæmic look which she had. I pray it will all last.",romantic
"“I’m afraid, my deary, that I must have shocked you by all the wicked things I’ve been sayin’ about the dead, and such like, for weeks past; but I didn’t mean them, and I want ye to remember that when I’m gone. We aud folks that be daffled, and with one foot abaft the krok-hooal, don’t altogether like to think of it, and we don’t want to feel scart of it; an’ that’s why I’ve took to makin’ light of it, so that I’d cheer up my own heart a bit. But, Lord love ye, miss, I ain’t afraid of dyin’, not a bit; only I don’t want to die if I can help it. My time must be nigh at hand now, for I be aud, and a hundred years is too much for any man to expect; and I’m so nigh it that the Aud Man is already whettin’ his scythe. Ye see, I can’t get out o’ the habit of caffin’ about it all at once; the chafts will wag as they be used to. Some day soon the Angel of Death will sound his trumpet for me. But don’t ye dooal an’ greet, my deary!”--for he saw that I was crying--“if he should come this very nig",romantic
"_10 August._--The funeral of the poor sea-captain to-day was most touching. Every boat in the harbour seemed to be there, and the coffin was carried by captains all the way from Tate Hill Pier up to the churchyard. Lucy came with me, and we went early to our old seat, whilst the cortège of boats went up the river to the Viaduct and came down again. We had a lovely view, and saw the procession nearly all the way. The poor fellow was laid to rest quite near our seat so that we stood on it when the time came and saw everything. Poor Lucy seemed much upset. She was restless and uneasy all the time, and I cannot but think that her dreaming at night is telling on her. She is quite odd in one thing: she will not admit to me that there is any cause for restlessness; or if there be, she does not understand it herself. There is an additional cause in that poor old Mr. Swales was found dead this morning on our seat, his neck being broken. He had evidently, as the doctor said, fallen back in the s",romantic
"_Same day, 11 o’clock p. m._--Oh, but I am tired! If it were not that I had made my diary a duty I should not open it to-night. We had a lovely walk. Lucy, after a while, was in gay spirits, owing, I think, to some dear cows who came nosing towards us in a field close to the lighthouse, and frightened the wits out of us. I believe we forgot everything except, of course, personal fear, and it seemed to wipe the slate clean and give us a fresh start. We had a capital “severe tea” at Robin Hood’s Bay in a sweet little old-fashioned inn, with a bow-window right over the seaweed-covered rocks of the strand. I believe we should have shocked the “New Woman” with our appetites. Men are more tolerant, bless them! Then we walked home with some, or rather many, stoppages to rest, and with our hearts full of a constant dread of wild bulls. Lucy was really tired, and we intended to creep off to bed as soon as we could. The young curate came in, however, and Mrs. Westenra asked him to stay for suppe",romantic
